date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:19	40642/40642	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:37:20%20GMT	https://demo.goodlayers.com/hotale/resort2/maintenance/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/maintenance/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:19	156359/156359	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:58:41%20GMT	https://demo.goodlayers.com/hotale/resort2/gallery/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/gallery/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:19	42796/42796	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:41:19%20GMT	https://demo.goodlayers.com/hotale/resort2/coming-soon/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/coming-soon/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:19	89912/89912	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/roberto-nickson-emqnSQwQQDo-unsplash-scaled-1000x670.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/roberto-nickson-emqnSQwQQDo-unsplash-scaled-1000x670.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:20	151286/151286	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2013:23:53%20GMT	https://demo.goodlayers.com/hotale/resort2/room-grid-style-1/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/room-grid-style-1/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:20	106726/106726	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_560973166-1000x670.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_560973166-1000x670.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:20	149622/149622	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:37:08%20GMT	https://demo.goodlayers.com/hotale/resort2/room-grid-style-2/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/room-grid-style-2/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:20	77752/77752	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/andrea-davis-1uNh3B3ppl4-unsplash-1000x670.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/andrea-davis-1uNh3B3ppl4-unsplash-1000x670.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:21	150593/150593	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2015:28:03%20GMT	https://demo.goodlayers.com/hotale/resort2/room-grid-style-3/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/room-grid-style-3/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:21	149334/149334	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2013:36:29%20GMT	https://demo.goodlayers.com/hotale/resort2/room-grid-style-4/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/room-grid-style-4/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:21	97523/97523	---M--	200	added ('OK')	image/jpeg	etag:%221652638472%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/02/collov-home-design-LSpkE5OCD_8-unsplash-1000x670.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/02/collov-home-design-LSpkE5OCD_8-unsplash-1000x670.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:21	143725/143725	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2014:33:51%20GMT	https://demo.goodlayers.com/hotale/resort2/room-modern-style/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/room-modern-style/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:21	106183/106183	---M--	200	added ('OK')	image/jpeg	etag:%221652638471%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/andrew-neel-T0eb55DxDN4-unsplash-1280x580.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/andrew-neel-T0eb55DxDN4-unsplash-1280x580.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:21	149905/149905	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2013:36:21%20GMT	https://demo.goodlayers.com/hotale/resort2/room-side-thumbnail/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/room-side-thumbnail/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:21	66994/66994	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shop-slo-vhztm9QC0L0-unsplash-1280x580.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shop-slo-vhztm9QC0L0-unsplash-1280x580.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:22	110386/110386	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/roberto-nickson-emqnSQwQQDo-unsplash-scaled-1280x580.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/roberto-nickson-emqnSQwQQDo-unsplash-scaled-1280x580.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:22	113754/113754	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_560973166-1280x580.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_560973166-1280x580.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:22	1284/1284	---M--	200	added ('OK')	image/png	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo1.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo1.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:22	1332/1332	---M--	200	added ('OK')	image/png	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo2.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo2.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:22	1359/1359	---M--	200	added ('OK')	image/png	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo3.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo3.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:23	1322/1322	---M--	200	added ('OK')	image/png	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo4.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo4.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:23	2146/2146	---M--	200	added ('OK')	image/png	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo5.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo5.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:23	165933/165933	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2010:36:22%20GMT	https://demo.goodlayers.com/hotale/resort2/room-search/?room_amount=1&room-search=	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/room-search/indexae75.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:23	153369/153369	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:18:53%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-full-right-sidebar/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-full-right-sidebar/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:23	1323/1323	---M--	200	added ('OK')	image/png	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo6.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/logo6.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:23	1318/1318	---M--	200	added ('OK')	image/png	etag:%221652638471%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/resort-testimonial-bg-1.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/resort-testimonial-bg-1.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:24	151277/151277	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2015:28:01%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-3-columns-with-frame/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-3-columns-with-frame/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:24	18684/18684	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name1.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name1.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:24	12859/12859	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name7.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name7.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:24	147305/147305	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2011:38:26%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-2-columns/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-2-columns/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:24	23409/23409	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name2-300x300.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name2-300x300.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:24	12096/12096	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name5.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name5.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:25	150333/150333	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2008:56:03%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-2-columns-with-frame/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-2-columns-with-frame/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:25	17884/17884	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name6.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/name6.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:25	150695/150695	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:42:05%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-3-columns/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-3-columns/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:25	46746/46746	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/kelsey-roenau-608583-unsplash-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/kelsey-roenau-608583-unsplash-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:26	156216/156216	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:44:43%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-3-columns-with-frame-post-format/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-3-columns-with-frame-post-format/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:26	145876/145876	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2013:36:39%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-4-columns/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-4-columns/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:26	41919/41919	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/aaron-huber-401200-unsplash-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/aaron-huber-401200-unsplash-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:26	146854/146854	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2009:26:02%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-4-columns-with-frame/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-4-columns-with-frame/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:26	59226/59226	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/roan-lavery-sEcYfPfKOhw-unsplash-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/roan-lavery-sEcYfPfKOhw-unsplash-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:27	154822/154822	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2011:33:38%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-full-right-sidebar-with-frame/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-full-right-sidebar-with-frame/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:27	151525/151525	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:35:31%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-full-left-sidebar/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-full-left-sidebar/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:27	78899/78899	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/pexels-photo-25284-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/pexels-photo-25284-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:27	54744/54744	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_560973166-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_560973166-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:28	153844/153844	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:24:36%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-full-left-sidebar-with-frame/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-full-left-sidebar-with-frame/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:28	155619/155619	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2013:07:57%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-full-both-sidebar-with-frame/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-full-both-sidebar-with-frame/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:29	153597/153597	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:44:21%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-full-both-sidebar/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-full-both-sidebar/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:29	102316/102316	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/pascal-diekmann-707233-unsplash-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/pascal-diekmann-707233-unsplash-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:29	56721/56721	---M--	200	added ('OK')	image/jpeg	etag:%221652638470%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/pexels-photo-871053-700x450.jpeg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2021/12/pexels-photo-871053-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:29	147615/147615	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2015:29:39%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-grid-2-columns/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-grid-2-columns/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:29	145411/145411	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:23:10%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-grid-2-columns-no-space/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-grid-2-columns-no-space/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:30	143667/143667	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2011:06:32%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-grid-3-columns/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-grid-3-columns/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:30	57886/57886	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_307470824-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shutterstock_307470824-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:30	146686/146686	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2012:49:18%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-grid-3-columns-no-space/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-grid-3-columns-no-space/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:30	142481/142481	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2008:40:01%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-grid-4-columns/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-grid-4-columns/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:31	144917/144917	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2008:40:10%20GMT	https://demo.goodlayers.com/hotale/resort2/blog-grid-4-columns-no-space/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/blog-grid-4-columns-no-space/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:31	32504/32504	---M--	200	added ('OK')	image/jpeg	etag:%221652638469%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shop-slo-vhztm9QC0L0-unsplash-700x450.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2020/10/shop-slo-vhztm9QC0L0-unsplash-700x450.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:31	157544/157544	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2010:05:31%20GMT	https://demo.goodlayers.com/hotale/resort2/cities-to-visit-for-your-first-time-in-europe/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/cities-to-visit-for-your-first-time-in-europe/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:31	149354/149354	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2015:29:39%20GMT	https://demo.goodlayers.com/hotale/resort2/audio-post-format/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/audio-post-format/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:32	148867/148867	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:46:33%20GMT	https://demo.goodlayers.com/hotale/resort2/video-post-format/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/video-post-format/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:32	799/799	---M--	200	added ('OK')	image/png	etag:%221652638471%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/resort-cta-bg.png	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/resort-cta-bg.png	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:32	147655/147655	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:41:11%20GMT	https://demo.goodlayers.com/hotale/resort2/quote-post-format/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/quote-post-format/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:33	144127/144127	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:43:01%20GMT	https://demo.goodlayers.com/hotale/resort2/gallery-post-format/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/gallery-post-format/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:33	147264/147264	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:44:12%20GMT	https://demo.goodlayers.com/hotale/resort2/aside-post-format/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/aside-post-format/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:33	147321/147321	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2014:13:42%20GMT	https://demo.goodlayers.com/hotale/resort2/contact/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/contact/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:34	140669/140669	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:03:56%20GMT	https://demo.goodlayers.com/hotale/resort2/contact-2/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/contact-2/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:34	143328/143328	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:04:06%20GMT	https://demo.goodlayers.com/hotale/resort2/contact-3/	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/demo.goodlayers.com/hotale/resort2/contact-3/index.html	(from https://demo.goodlayers.com/hotale/resort2/)
13:36:34	278090/278090	---M--	200	added ('OK')	image/jpeg	etag:%221652638471%22	https://a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/shutterstock_139392596.jpg	D:/Training/Laravel/Matchs_System/Design/Design/WebSite/a6e8z9v6.stackpathcdn.com/hotale/resort2/wp-content/uploads/sites/6/2022/01/shutterstock_139392596.jpg	(from https://demo.goodlayers.com/hotale/resort2/)
